country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,Aberdeenshire,2020-05-09,-69.0,-34.0,-36.0,-53.0,-48.0,
United Kingdom,Aberdeenshire,2020-05-10,-71.0,-39.0,-46.0,-54.0,-44.0,
United Kingdom,Aberdeenshire,2020-05-11,-56.0,-28.0,-12.0,-48.0,-62.0,24.0
United Kingdom,Aberdeenshire,2020-05-12,-60.0,-29.0,-19.0,-54.0,-62.0,25.0
United Kingdom,Aberdeenshire,2020-05-13,-60.0,-27.0,-11.0,-52.0,-62.0,26.0
United Kingdom,Aberdeenshire,2020-05-14,-59.0,-24.0,-12.0,-50.0,-62.0,24.0
United Kingdom,Aberdeenshire,2020-05-15,-59.0,-25.0,-18.0,-48.0,-61.0,25.0
United Kingdom,Aberdeenshire,2020-05-16,-67.0,-27.0,-19.0,-41.0,-44.0,
United Kingdom,Aberdeenshire,2020-05-17,-67.0,-33.0,-35.0,-40.0,-40.0,
United Kingdom,Aberdeenshire,2020-05-18,-55.0,-25.0,0.0,-43.0,-60.0,23.0
United Kingdom,Aberdeenshire,2020-05-19,-57.0,-23.0,6.0,-41.0,-61.0,23.0
United Kingdom,Aberdeenshire,2020-05-20,-55.0,-20.0,15.0,-41.0,-61.0,24.0
United Kingdom,Aberdeenshire,2020-05-21,-55.0,-20.0,0.0,-44.0,-61.0,24.0
United Kingdom,Aberdeenshire,2020-05-22,-58.0,-25.0,-35.0,-55.0,-61.0,26.0
United Kingdom,Aberdeenshire,2020-05-23,-64.0,-27.0,-31.0,-51.0,-43.0,
United Kingdom,Aberdeenshire,2020-05-24,-62.0,-31.0,-15.0,-28.0,-36.0,
United Kingdom,Aberdeenshire,2020-05-25,-51.0,-25.0,16.0,-37.0,-62.0,23.0
United Kingdom,Aberdeenshire,2020-05-26,-54.0,-20.0,21.0,-39.0,-59.0,22.0
United Kingdom,Aberdeenshire,2020-05-27,-54.0,-20.0,7.0,-40.0,-59.0,23.0
United Kingdom,Aberdeenshire,2020-05-28,-50.0,-16.0,12.0,-38.0,-59.0,23.0
United Kingdom,Aberdeenshire,2020-05-29,-50.0,-15.0,36.0,-31.0,-57.0,21.0
United Kingdom,Angus Council,2020-02-15,-10.0,-8.0,-31.0,-15.0,-3.0,
United Kingdom,Angus Council,2020-02-16,4.0,-8.0,-22.0,2.0,-4.0,
United Kingdom,Angus Council,2020-02-17,13.0,-2.0,10.0,2.0,-17.0,3.0
United Kingdom,Angus Council,2020-02-18,7.0,-1.0,0.0,3.0,0.0,1.0
United Kingdom,Angus Council,2020-02-19,7.0,0.0,6.0,4.0,1.0,0.0
United Kingdom,Angus Council,2020-02-20,8.0,-2.0,16.0,8.0,-1.0,1.0
United Kingdom,Angus Council,2020-02-21,6.0,-3.0,2.0,1.0,-1.0,1.0
United Kingdom,Angus Council,2020-02-22,-1.0,-1.0,-13.0,-7.0,-3.0,
United Kingdom,Angus Council,2020-02-23,18.0,-5.0,33.0,13.0,1.0,
United Kingdom,Angus Council,2020-02-24,-5.0,-9.0,-22.0,-5.0,-3.0,2.0
United Kingdom,Angus Council,2020-02-25,4.0,2.0,10.0,8.0,0.0,0.0
United Kingdom,Angus Council,2020-02-26,6.0,-2.0,2.0,4.0,1.0,0.0
United Kingdom,Angus Council,2020-02-27,10.0,-2.0,18.0,12.0,0.0,0.0
United Kingdom,Angus Council,2020-02-28,9.0,-3.0,-12.0,4.0,0.0,1.0
United Kingdom,Angus Council,2020-02-29,9.0,2.0,3.0,7.0,1.0,
United Kingdom,Angus Council,2020-03-01,12.0,-6.0,-5.0,0.0,-5.0,
United Kingdom,Angus Council,2020-03-02,5.0,2.0,14.0,6.0,-1.0,1.0
United Kingdom,Angus Council,2020-03-03,11.0,1.0,,6.0,0.0,0.0
United Kingdom,Angus Council,2020-03-04,9.0,4.0,18.0,3.0,1.0,0.0
United Kingdom,Angus Council,2020-03-05,10.0,2.0,25.0,1.0,0.0,0.0
United Kingdom,Angus Council,2020-03-06,12.0,0.0,24.0,2.0,0.0,0.0
United Kingdom,Angus Council,2020-03-07,3.0,6.0,0.0,0.0,-1.0,
United Kingdom,Angus Council,2020-03-08,18.0,-4.0,28.0,7.0,-3.0,
United Kingdom,Angus Council,2020-03-09,6.0,0.0,6.0,6.0,-1.0,1.0
United Kingdom,Angus Council,2020-03-10,7.0,3.0,10.0,10.0,0.0,0.0
United Kingdom,Angus Council,2020-03-11,5.0,3.0,6.0,3.0,0.0,1.0
United Kingdom,Angus Council,2020-03-12,3.0,10.0,2.0,-2.0,-1.0,1.0
United Kingdom,Angus Council,2020-03-13,11.0,6.0,15.0,-1.0,-2.0,1.0
United Kingdom,Angus Council,2020-03-14,1.0,10.0,-6.0,-9.0,-1.0,
United Kingdom,Angus Council,2020-03-15,10.0,10.0,33.0,7.0,-4.0,
United Kingdom,Angus Council,2020-03-16,9.0,16.0,14.0,-5.0,-7.0,3.0
United Kingdom,Angus Council,2020-03-17,-1.0,21.0,12.0,-8.0,-9.0,5.0
United Kingdom,Angus Council,2020-03-18,-4.0,21.0,25.0,-20.0,-17.0,8.0
United Kingdom,Angus Council,2020-03-19,-3.0,23.0,,-18.0,-21.0,8.0
United Kingdom,Angus Council,2020-03-20,-10.0,8.0,37.0,-14.0,-22.0,9.0
United Kingdom,Angus Council,2020-03-21,-33.0,15.0,27.0,-29.0,-23.0,
United Kingdom,Angus Council,2020-03-22,-32.0,-12.0,70.0,-2.0,-25.0,
United Kingdom,Angus Council,2020-03-23,-32.0,-6.0,12.0,-35.0,-39.0,13.0
United Kingdom,Angus Council,2020-03-24,-68.0,-23.0,-4.0,-51.0,-57.0,20.0
United Kingdom,Angus Council,2020-03-25,-71.0,-28.0,-6.0,-52.0,-63.0,
United Kingdom,Angus Council,2020-03-26,-75.0,-29.0,-27.0,-58.0,-65.0,
United Kingdom,Angus Council,2020-03-27,-73.0,-28.0,-25.0,-57.0,-65.0,
United Kingdom,Angus Council,2020-03-28,-82.0,-33.0,-42.0,-63.0,-56.0,
United Kingdom,Angus Council,2020-03-29,-80.0,-44.0,-28.0,-51.0,-48.0,
United Kingdom,Angus Council,2020-03-30,-67.0,-31.0,-16.0,-52.0,-67.0,
United Kingdom,Angus Council,2020-03-31,-70.0,-26.0,-8.0,-54.0,-66.0,
United Kingdom,Angus Council,2020-04-01,-73.0,-27.0,-6.0,-54.0,-66.0,
United Kingdom,Angus Council,2020-04-02,-72.0,-32.0,-16.0,-56.0,-66.0,
United Kingdom,Angus Council,2020-04-03,-73.0,-28.0,-19.0,-59.0,-65.0,
United Kingdom,Angus Council,2020-04-04,-79.0,-32.0,-31.0,-58.0,-54.0,
United Kingdom,Angus Council,2020-04-05,-79.0,-41.0,-28.0,-43.0,-48.0,
United Kingdom,Angus Council,2020-04-06,-71.0,-31.0,-6.0,-51.0,-68.0,
United Kingdom,Angus Council,2020-04-07,-72.0,-28.0,2.0,-46.0,-67.0,
United Kingdom,Angus Council,2020-04-08,-73.0,-27.0,-6.0,-51.0,-66.0,
United Kingdom,Angus Council,2020-04-09,-71.0,-27.0,-18.0,-54.0,-66.0,
United Kingdom,Angus Council,2020-04-10,-72.0,-29.0,-20.0,-53.0,-68.0,
United Kingdom,Angus Council,2020-04-11,-78.0,-27.0,-24.0,-50.0,-58.0,
United Kingdom,Angus Council,2020-04-12,-82.0,-44.0,-30.0,-44.0,-52.0,
United Kingdom,Angus Council,2020-04-13,-74.0,-40.0,-10.0,-54.0,-70.0,
United Kingdom,Angus Council,2020-04-14,-72.0,-25.0,-10.0,-48.0,-65.0,
United Kingdom,Angus Council,2020-04-15,-70.0,-26.0,16.0,-48.0,-65.0,
United Kingdom,Angus Council,2020-04-16,-70.0,-29.0,-14.0,-47.0,-65.0,
United Kingdom,Angus Council,2020-04-17,-68.0,-26.0,-14.0,-53.0,-65.0,
United Kingdom,Angus Council,2020-04-18,-75.0,-26.0,-17.0,-50.0,-52.0,
United Kingdom,Angus Council,2020-04-19,-72.0,-33.0,-6.0,-42.0,-48.0,
United Kingdom,Angus Council,2020-04-20,-68.0,-27.0,4.0,-41.0,-63.0,
United Kingdom,Angus Council,2020-04-21,-67.0,-21.0,16.0,-44.0,-62.0,21.0
United Kingdom,Angus Council,2020-04-22,-67.0,-23.0,15.0,-41.0,-62.0,
United Kingdom,Angus Council,2020-04-23,-67.0,-21.0,16.0,-42.0,-63.0,
United Kingdom,Angus Council,2020-04-24,-68.0,-22.0,6.0,-45.0,-62.0,
United Kingdom,Angus Council,2020-04-25,-75.0,-23.0,-18.0,-45.0,-48.0,
United Kingdom,Angus Council,2020-04-26,-74.0,-33.0,3.0,-31.0,-44.0,
United Kingdom,Angus Council,2020-04-27,-69.0,-26.0,-9.0,-49.0,-61.0,21.0
United Kingdom,Angus Council,2020-04-28,-67.0,-22.0,14.0,-41.0,-61.0,19.0
United Kingdom,Angus Council,2020-04-29,-67.0,-24.0,-11.0,-43.0,-61.0,23.0
United Kingdom,Angus Council,2020-04-30,-69.0,-20.0,-14.0,-53.0,-61.0,23.0
United Kingdom,Angus Council,2020-05-01,-69.0,-20.0,-12.0,-48.0,-61.0,
United Kingdom,Angus Council,2020-05-02,-73.0,-21.0,-14.0,-47.0,-50.0,
United Kingdom,Angus Council,2020-05-03,-71.0,-30.0,8.0,-26.0,-46.0,
United Kingdom,Angus Council,2020-05-04,-66.0,-23.0,1.0,-37.0,-61.0,21.0
United Kingdom,Angus Council,2020-05-05,-63.0,-18.0,,-35.0,-60.0,20.0
United Kingdom,Angus Council,2020-05-06,-62.0,-18.0,,-38.0,-60.0,21.0
United Kingdom,Angus Council,2020-05-07,-64.0,-13.0,34.0,-35.0,-61.0,21.0
United Kingdom,Angus Council,2020-05-08,-68.0,-20.0,-3.0,-48.0,-66.0,
United Kingdom,Angus Council,2020-05-09,-72.0,-18.0,-3.0,-40.0,-48.0,
United Kingdom,Angus Council,2020-05-10,-72.0,-28.0,-16.0,-43.0,-41.0,
United Kingdom,Angus Council,2020-05-11,-61.0,-19.0,12.0,-38.0,-59.0,20.0
United Kingdom,Angus Council,2020-05-12,-66.0,-15.0,4.0,-40.0,-58.0,21.0
United Kingdom,Angus Council,2020-05-13,-64.0,-20.0,5.0,-41.0,-58.0,21.0
United Kingdom,Angus Council,2020-05-14,-64.0,-18.0,17.0,-38.0,-58.0,20.0
United Kingdom,Angus Council,2020-05-15,-62.0,-14.0,13.0,-38.0,-58.0,21.0
United Kingdom,Angus Council,2020-05-16,-71.0,-16.0,7.0,-40.0,-45.0,
United Kingdom,Angus Council,2020-05-17,-71.0,-24.0,-7.0,-29.0,-41.0,
United Kingdom,Angus Council,2020-05-18,-59.0,-17.0,21.0,-34.0,-56.0,19.0
United Kingdom,Angus Council,2020-05-19,-60.0,-13.0,32.0,-33.0,-56.0,20.0
United Kingdom,Angus Council,2020-05-20,-61.0,-17.0,,-28.0,-56.0,20.0
United Kingdom,Angus Council,2020-05-21,-64.0,-12.0,34.0,-28.0,-57.0,21.0
United Kingdom,Angus Council,2020-05-22,-67.0,-16.0,-15.0,-40.0,-57.0,22.0
United Kingdom,Angus Council,2020-05-23,-74.0,-17.0,-27.0,-50.0,-44.0,
United Kingdom,Angus Council,2020-05-24,-69.0,-22.0,32.0,-20.0,-36.0,
United Kingdom,Angus Council,2020-05-25,-57.0,-20.0,,-26.0,-60.0,20.0
United Kingdom,Angus Council,2020-05-26,-59.0,-11.0,,-24.0,-55.0,18.0
United Kingdom,Angus Council,2020-05-27,-59.0,-12.0,,-30.0,-55.0,19.0
United Kingdom,Angus Council,2020-05-28,-55.0,-7.0,,-24.0,-55.0,19.0
United Kingdom,Angus Council,2020-05-29,-53.0,-7.0,,-12.0,-53.0,17.0
United Kingdom,Antrim and Newtownabbey,2020-02-15,-11.0,-6.0,-51.0,-12.0,-4.0,2.0
United Kingdom,Antrim and Newtownabbey,2020-02-16,-6.0,-3.0,-33.0,3.0,-1.0,
United Kingdom,Antrim and Newtownabbey,2020-02-17,8.0,-6.0,,10.0,-14.0,3.0
United Kingdom,Antrim and Newtownabbey,2020-02-18,10.0,-5.0,,12.0,-14.0,3.0
United Kingdom,Antrim and Newtownabbey,2020-02-19,5.0,-5.0,,4.0,-14.0,3.0
United Kingdom,Antrim and Newtownabbey,2020-02-20,3.0,-4.0,,8.0,-14.0,3.0
United Kingdom,Antrim and Newtownabbey,2020-02-21,2.0,-5.0,,0.0,-15.0,3.0
United Kingdom,Antrim and Newtownabbey,2020-02-22,-4.0,-4.0,-44.0,-6.0,-2.0,2.0
United Kingdom,Antrim and Newtownabbey,2020-02-23,-2.0,0.0,7.0,-1.0,-2.0,
United Kingdom,Antrim and Newtownabbey,2020-02-24,0.0,0.0,,13.0,-1.0,1.0
United Kingdom,Antrim and Newtownabbey,2020-02-25,2.0,3.0,,12.0,-1.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-02-26,2.0,1.0,,8.0,1.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-02-27,3.0,1.0,,17.0,1.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-02-28,-1.0,0.0,,6.0,2.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-02-29,2.0,-2.0,-31.0,1.0,0.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-01,1.0,-6.0,-28.0,2.0,-4.0,
United Kingdom,Antrim and Newtownabbey,2020-03-02,5.0,1.0,,10.0,2.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-03,7.0,3.0,,8.0,1.0,-1.0
United Kingdom,Antrim and Newtownabbey,2020-03-04,5.0,5.0,,7.0,1.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-05,6.0,5.0,,17.0,2.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-06,4.0,1.0,,13.0,2.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-07,-2.0,4.0,,-1.0,2.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-08,6.0,5.0,4.0,4.0,0.0,
United Kingdom,Antrim and Newtownabbey,2020-03-09,1.0,3.0,,13.0,2.0,1.0
United Kingdom,Antrim and Newtownabbey,2020-03-10,4.0,9.0,,11.0,1.0,0.0
United Kingdom,Antrim and Newtownabbey,2020-03-11,2.0,10.0,,7.0,1.0,1.0
United Kingdom,Antrim and Newtownabbey,2020-03-12,4.0,30.0,,7.0,-1.0,2.0
United Kingdom,Antrim and Newtownabbey,2020-03-13,-1.0,19.0,,-5.0,-3.0,2.0
United Kingdom,Antrim and Newtownabbey,2020-03-14,-13.0,11.0,,-21.0,-2.0,4.0
United Kingdom,Antrim and Newtownabbey,2020-03-15,-15.0,4.0,9.0,-19.0,-4.0,
United Kingdom,Antrim and Newtownabbey,2020-03-16,3.0,25.0,,-13.0,-18.0,6.0
United Kingdom,Antrim and Newtownabbey,2020-03-17,-11.0,10.0,,-33.0,-50.0,17.0
United Kingdom,Antrim and Newtownabbey,2020-03-18,-18.0,19.0,,-30.0,-19.0,10.0
United Kingdom,Antrim and Newtownabbey,2020-03-19,-14.0,17.0,,-36.0,-23.0,12.0
United Kingdom,Antrim and Newtownabbey,2020-03-20,-21.0,12.0,,-49.0,-25.0,13.0
United Kingdom,Antrim and Newtownabbey,2020-03-21,-43.0,16.0,,-57.0,-21.0,
United Kingdom,Antrim and Newtownabbey,2020-03-22,-56.0,-18.0,4.0,-64.0,-27.0,
United Kingdom,Antrim and Newtownabbey,2020-03-23,-38.0,-4.0,,-63.0,-40.0,17.0
United Kingdom,Antrim and Newtownabbey,2020-03-24,-60.0,-15.0,,-70.0,-54.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-03-25,-66.0,-18.0,,-76.0,-62.0,27.0
United Kingdom,Antrim and Newtownabbey,2020-03-26,-66.0,-24.0,,-73.0,-64.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-03-27,-67.0,-24.0,,-79.0,-65.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-03-28,-75.0,-28.0,-56.0,-80.0,-57.0,
United Kingdom,Antrim and Newtownabbey,2020-03-29,-81.0,-46.0,-61.0,-89.0,-52.0,
United Kingdom,Antrim and Newtownabbey,2020-03-30,-65.0,-30.0,,-80.0,-68.0,27.0
United Kingdom,Antrim and Newtownabbey,2020-03-31,-67.0,-28.0,,-77.0,-69.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-01,-66.0,-29.0,,-80.0,-69.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-04-02,-68.0,-28.0,,-81.0,-70.0,30.0
United Kingdom,Antrim and Newtownabbey,2020-04-03,-67.0,-27.0,,-82.0,-68.0,30.0
United Kingdom,Antrim and Newtownabbey,2020-04-04,-72.0,-30.0,-54.0,-79.0,-57.0,
United Kingdom,Antrim and Newtownabbey,2020-04-05,-79.0,-47.0,-70.0,-89.0,-53.0,
United Kingdom,Antrim and Newtownabbey,2020-04-06,-60.0,-29.0,,-80.0,-68.0,27.0
United Kingdom,Antrim and Newtownabbey,2020-04-07,-63.0,-25.0,,-75.0,-69.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-08,-61.0,-25.0,,-75.0,-68.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-09,-58.0,-18.0,,-74.0,-69.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-10,-62.0,-25.0,,-81.0,-72.0,30.0
United Kingdom,Antrim and Newtownabbey,2020-04-11,-69.0,-23.0,-56.0,-77.0,-56.0,
United Kingdom,Antrim and Newtownabbey,2020-04-12,-91.0,-64.0,-67.0,-89.0,-59.0,
United Kingdom,Antrim and Newtownabbey,2020-04-13,-70.0,-38.0,,-85.0,-83.0,
United Kingdom,Antrim and Newtownabbey,2020-04-14,-66.0,-30.0,,-78.0,-79.0,31.0
United Kingdom,Antrim and Newtownabbey,2020-04-15,-57.0,-21.0,,-74.0,-70.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-04-16,-58.0,-22.0,,-78.0,-70.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-04-17,-61.0,-23.0,,-80.0,-69.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-04-18,-73.0,-30.0,-62.0,-80.0,-53.0,
United Kingdom,Antrim and Newtownabbey,2020-04-19,-76.0,-45.0,-51.0,-86.0,-47.0,
United Kingdom,Antrim and Newtownabbey,2020-04-20,-60.0,-27.0,,-78.0,-65.0,26.0
United Kingdom,Antrim and Newtownabbey,2020-04-21,-62.0,-24.0,,-74.0,-66.0,27.0
United Kingdom,Antrim and Newtownabbey,2020-04-22,-62.0,-23.0,,-73.0,-66.0,27.0
United Kingdom,Antrim and Newtownabbey,2020-04-23,-62.0,-23.0,,-76.0,-66.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-24,-64.0,-23.0,,-80.0,-65.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-25,-69.0,-25.0,-43.0,-73.0,-49.0,
United Kingdom,Antrim and Newtownabbey,2020-04-26,-74.0,-41.0,-50.0,-86.0,-45.0,
United Kingdom,Antrim and Newtownabbey,2020-04-27,-60.0,-27.0,,-77.0,-63.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-04-28,-59.0,-22.0,,-73.0,-64.0,24.0
United Kingdom,Antrim and Newtownabbey,2020-04-29,-64.0,-25.0,,-74.0,-65.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-04-30,-59.0,-20.0,,-77.0,-64.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-05-01,-64.0,-25.0,,-79.0,-64.0,28.0
United Kingdom,Antrim and Newtownabbey,2020-05-02,-68.0,-22.0,-35.0,-73.0,-47.0,
United Kingdom,Antrim and Newtownabbey,2020-05-03,-73.0,-39.0,-37.0,-83.0,-41.0,
United Kingdom,Antrim and Newtownabbey,2020-05-04,-58.0,-22.0,,-74.0,-62.0,24.0
United Kingdom,Antrim and Newtownabbey,2020-05-05,-57.0,-19.0,,-70.0,-62.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-06,-58.0,-18.0,,-68.0,-62.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-07,-55.0,-9.0,,-73.0,-62.0,26.0
United Kingdom,Antrim and Newtownabbey,2020-05-08,-63.0,-25.0,,-81.0,-76.0,29.0
United Kingdom,Antrim and Newtownabbey,2020-05-09,-65.0,-18.0,-33.0,-75.0,-44.0,
United Kingdom,Antrim and Newtownabbey,2020-05-10,-71.0,-35.0,-44.0,-85.0,-41.0,
United Kingdom,Antrim and Newtownabbey,2020-05-11,-51.0,-16.0,,-74.0,-60.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-05-12,-57.0,-17.0,,-71.0,-60.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-13,-55.0,-15.0,,-68.0,-59.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-14,-56.0,-15.0,,-73.0,-60.0,24.0
United Kingdom,Antrim and Newtownabbey,2020-05-15,-57.0,-18.0,,-78.0,-58.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-16,-63.0,-19.0,-44.0,-74.0,-41.0,
United Kingdom,Antrim and Newtownabbey,2020-05-17,-70.0,-37.0,-55.0,-85.0,-37.0,
United Kingdom,Antrim and Newtownabbey,2020-05-18,-48.0,-19.0,,-74.0,-56.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-05-19,-51.0,-15.0,,-69.0,-58.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-05-20,-48.0,-13.0,,-66.0,-57.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-05-21,-50.0,-12.0,,-68.0,-57.0,23.0
United Kingdom,Antrim and Newtownabbey,2020-05-22,-56.0,-16.0,,-79.0,-57.0,25.0
United Kingdom,Antrim and Newtownabbey,2020-05-23,-61.0,-17.0,-47.0,-71.0,-38.0,
United Kingdom,Antrim and Newtownabbey,2020-05-24,-62.0,-32.0,0.0,-80.0,-33.0,
United Kingdom,Antrim and Newtownabbey,2020-05-25,-46.0,-19.0,,-73.0,-65.0,22.0
United Kingdom,Antrim and Newtownabbey,2020-05-26,-45.0,-11.0,,-66.0,-55.0,21.0
United Kingdom,Antrim and Newtownabbey,2020-05-27,-45.0,-10.0,,-64.0,-54.0,21.0
United Kingdom,Antrim and Newtownabbey,2020-05-28,-46.0,-5.0,,-67.0,-54.0,22.0
United Kingdom,Antrim and Newtownabbey,2020-05-29,-48.0,-9.0,,-74.0,-54.0,21.0
United Kingdom,Ards and North Down,2020-02-15,-10.0,-8.0,-32.0,-20.0,-5.0,2.0
United Kingdom,Ards and North Down,2020-02-16,-2.0,-5.0,-10.0,-8.0,-3.0,
United Kingdom,Ards and North Down,2020-02-17,3.0,-1.0,3.0,-11.0,-14.0,2.0
United Kingdom,Ards and North Down,2020-02-18,7.0,-4.0,17.0,-15.0,-16.0,2.0
United Kingdom,Ards and North Down,2020-02-19,-1.0,-12.0,-26.0,-17.0,-17.0,4.0
United Kingdom,Ards and North Down,2020-02-20,8.0,-3.0,10.0,-9.0,-16.0,3.0
United Kingdom,Ards and North Down,2020-02-21,-1.0,-5.0,-3.0,-18.0,-16.0,4.0
United Kingdom,Ards and North Down,2020-02-22,-6.0,-6.0,-20.0,-20.0,-4.0,2.0
United Kingdom,Ards and North Down,2020-02-23,0.0,-2.0,5.0,0.0,-2.0,
United Kingdom,Ards and North Down,2020-02-24,-1.0,-2.0,-13.0,-11.0,-2.0,1.0
United Kingdom,Ards and North Down,2020-02-25,1.0,3.0,4.0,-8.0,-1.0,1.0
United Kingdom,Ards and North Down,2020-02-26,1.0,-3.0,-9.0,-1.0,-1.0,0.0
United Kingdom,Ards and North Down,2020-02-27,2.0,1.0,1.0,-4.0,-1.0,0.0
United Kingdom,Ards and North Down,2020-02-28,-1.0,2.0,-16.0,-7.0,1.0,1.0
United Kingdom,Ards and North Down,2020-02-29,3.0,-1.0,-7.0,-7.0,0.0,1.0
United Kingdom,Ards and North Down,2020-03-01,5.0,1.0,5.0,5.0,0.0,
United Kingdom,Ards and North Down,2020-03-02,3.0,7.0,4.0,-2.0,1.0,0.0
United Kingdom,Ards and North Down,2020-03-03,4.0,2.0,10.0,-5.0,1.0,0.0
United Kingdom,Ards and North Down,2020-03-04,6.0,1.0,3.0,1.0,1.0,0.0
United Kingdom,Ards and North Down,2020-03-05,3.0,4.0,12.0,-3.0,2.0,0.0
United Kingdom,Ards and North Down,2020-03-06,2.0,4.0,3.0,-3.0,2.0,0.0
United Kingdom,Ards and North Down,2020-03-07,2.0,3.0,19.0,-4.0,2.0,0.0
United Kingdom,Ards and North Down,2020-03-08,3.0,2.0,10.0,8.0,0.0,
United Kingdom,Ards and North Down,2020-03-09,-1.0,1.0,-20.0,-6.0,2.0,1.0
United Kingdom,Ards and North Down,2020-03-10,3.0,5.0,4.0,-6.0,0.0,1.0
United Kingdom,Ards and North Down,2020-03-11,1.0,3.0,-18.0,-7.0,0.0,2.0
United Kingdom,Ards and North Down,2020-03-12,6.0,13.0,-14.0,-9.0,-1.0,2.0
United Kingdom,Ards and North Down,2020-03-13,0.0,17.0,2.0,-9.0,-1.0,2.0
United Kingdom,Ards and North Down,2020-03-14,-9.0,13.0,-23.0,-19.0,-1.0,4.0
United Kingdom,Ards and North Down,2020-03-15,-8.0,10.0,3.0,-2.0,-5.0,
United Kingdom,Ards and North Down,2020-03-16,6.0,26.0,-10.0,-17.0,-14.0,5.0
United Kingdom,Ards and North Down,2020-03-17,-2.0,7.0,-4.0,-47.0,-47.0,15.0
United Kingdom,Ards and North Down,2020-03-18,-10.0,12.0,-8.0,-28.0,-18.0,9.0
United Kingdom,Ards and North Down,2020-03-19,-10.0,10.0,21.0,-29.0,-23.0,11.0
United Kingdom,Ards and North Down,2020-03-20,-18.0,12.0,31.0,-32.0,-26.0,12.0
United Kingdom,Ards and North Down,2020-03-21,-38.0,15.0,-9.0,-36.0,-28.0,12.0
United Kingdom,Ards and North Down,2020-03-22,-48.0,-6.0,11.0,-13.0,-37.0,
United Kingdom,Ards and North Down,2020-03-23,-38.0,-4.0,-31.0,-49.0,-41.0,16.0
United Kingdom,Ards and North Down,2020-03-24,-60.0,-21.0,-33.0,-63.0,-57.0,23.0
United Kingdom,Ards and North Down,2020-03-25,-63.0,-25.0,-40.0,-65.0,-65.0,26.0
United Kingdom,Ards and North Down,2020-03-26,-64.0,-25.0,-17.0,-65.0,-68.0,27.0
United Kingdom,Ards and North Down,2020-03-27,-68.0,-22.0,-45.0,-68.0,-68.0,28.0
United Kingdom,Ards and North Down,2020-03-28,-74.0,-22.0,-43.0,-60.0,-59.0,
United Kingdom,Ards and North Down,2020-03-29,-78.0,-39.0,-57.0,-57.0,-56.0,
United Kingdom,Ards and North Down,2020-03-30,-66.0,-27.0,-49.0,-65.0,-70.0,26.0
United Kingdom,Ards and North Down,2020-03-31,-65.0,-28.0,-43.0,-69.0,-71.0,27.0
United Kingdom,Ards and North Down,2020-04-01,-66.0,-29.0,-57.0,-69.0,-71.0,28.0
United Kingdom,Ards and North Down,2020-04-02,-68.0,-27.0,-51.0,-69.0,-72.0,29.0
United Kingdom,Ards and North Down,2020-04-03,-68.0,-24.0,-45.0,-68.0,-70.0,29.0
United Kingdom,Ards and North Down,2020-04-04,-73.0,-24.0,-55.0,-63.0,-58.0,
United Kingdom,Ards and North Down,2020-04-05,-76.0,-37.0,-59.0,-53.0,-56.0,
United Kingdom,Ards and North Down,2020-04-06,-63.0,-25.0,-38.0,-65.0,-70.0,25.0
United Kingdom,Ards and North Down,2020-04-07,-62.0,-22.0,-25.0,-65.0,-72.0,27.0
